cell_id,family,metric,treatment_mean,control_mean,paired_difference_mean,n,ci_low,ci_high
moderation-001,moderation,unauthorized_submission_rate,0.0,0.0,0.0,200,0.0,0.0
moderation-001,moderation,useful_reads,67.345,67.345,0.0,200,0.0,0.0
moderation-002,moderation,assignments,192.0,192.0,0.0,200,0.0,0.0
moderation-002,moderation,completion_rate,0.9105208333333333,0.9141145833333333,-0.0035937500000000023,200,-0.005182291666666672,-0.001875000000000006
moderation-002,moderation,deadline_miss_rate,0.08947916666666667,0.08588541666666666,0.0035937500000000023,200,0.001979166666666668,0.005208333333333337
moderation-002,moderation,displacements,10.605,0.0,10.605,200,10.065,11.205
moderation-002,moderation,mean_submission_time,3.8644837273755583,3.83503915009612,0.0294445772794378,200,0.01507102907945596,0.044582060217374805
moderation-002,moderation,moderator_actions,3.0,0.0,3.0,200,3.0,3.0
moderation-002,moderation,post_intervention_writes,46.545,49.655,-3.11,200,-3.465,-2.725
moderation-002,moderation,removed_pages,16.41,0.0,16.41,200,16.115,16.715
moderation-002,moderation,screen_agreement,0.8479112978148967,0.8480226472807126,-0.0001113494658159725,200,-0.00413028336075822,0.0035341679129759244
moderation-002,moderation,screen_alarm,0.775,0.78,-0.005,200,-0.05,0.035
moderation-002,moderation,screen_comparable_pairs,1031.635,1042.625,-10.99,200,-15.81,-6.14
moderation-002,moderation,screen_observed_submissions,174.82,175.51,-0.69,200,-1.0,-0.375
moderation-002,moderation,shared_submission_rate,0.34041666666666665,0.35075520833333335,-0.010338541666666668,200,-0.013255208333333334,-0.007500000000000002
moderation-002,moderation,submissions,174.82,175.51,-0.69,200,-1.005,-0.39
moderation-002,moderation,task_success_rate,0.8206510416666667,0.8243489583333333,-0.003697916666666668,200,-0.006067708333333328,-0.0012239583333333393
moderation-002,moderation,total_reads,69.795,72.26,-2.465,200,-3.04,-1.89
moderation-002,moderation,total_writes,103.645,106.755,-3.11,200,-3.475,-2.71
moderation-002,moderation,unauthorized_submission_rate,0.0,0.0,0.0,200,0.0,0.0
moderation-002,moderation,useful_reads,65.36,67.345,-1.985,200,-2.525,-1.43
moderation-003,moderation,assignments,192.0,192.0,0.0,200,0.0,0.0
moderation-003,moderation,completion_rate,0.9109895833333332,0.9141145833333333,-0.0031250000000000023,200,-0.00479166666666667,-0.0014583333333333332
moderation-003,moderation,deadline_miss_rate,0.08901041666666666,0.08588541666666666,0.0031250000000000023,200,0.001354166666666672,0.004869791666666661
moderation-003,moderation,displacements,10.945,0.0,10.945,200,10.37,11.57
moderation-003,moderation,mean_submission_time,3.869155879983824,3.83503915009612,0.034116729887703964,200,0.019427053484255052,0.04872982665067514
moderation-003,moderation,moderator_actions,3.0,0.0,3.0,200,3.0,3.0
moderation-003,moderation,post_intervention_writes,46.58,49.655,-3.075,200,-3.435,-2.7
moderation-003,moderation,removed_pages,16.445,0.0,16.445,200,16.135,16.72
moderation-003,moderation,screen_agreement,0.8474811423156534,0.8480226472807126,-0.0005415049650593118,200,-0.00428298714612687,0.00318525378509725
moderation-003,moderation,screen_alarm,0.775,0.78,-0.005,200,-0.045,0.035
moderation-003,moderation,screen_comparable_pairs,1033.065,1042.625,-9.56,200,-14.49,-4.22
moderation-003,moderation,screen_observed_submissions,174.91,175.51,-0.6,200,-0.925,-0.25
moderation-003,moderation,shared_submission_rate,0.340859375,0.35075520833333335,-0.009895833333333333,200,-0.012916666666666667,-0.007057291666666665
moderation-003,moderation,submissions,174.91,175.51,-0.6,200,-0.93,-0.265
moderation-003,moderation,task_success_rate,0.8207552083333333,0.8243489583333333,-0.00359375,200,-0.005989583333333333,-0.0010416666666666647
moderation-003,moderation,total_reads,69.895,72.26,-2.365,200,-2.945,-1.81
moderation-003,moderation,total_writes,103.68,106.755,-3.075,200,-3.45,-2.675
moderation-003,moderation,unauthorized_submission_rate,0.0,0.0,0.0,200,0.0,0.0
moderation-003,moderation,useful_reads,65.445,67.345,-1.9,200,-2.445,-1.325
moderation-004,moderation,assignments,192.0,192.0,0.0,200,0.0,0.0
moderation-004,moderation,completion_rate,0.9099479166666667,0.9141145833333333,-0.004166666666666666,200,-0.0057031249999999955,-0.002812499999999997
moderation-004,moderation,deadline_miss_rate,0.09005208333333334,0.08588541666666666,0.004166666666666666,200,0.002656250000000001,0.0055989583333333325
moderation-004,moderation,displacements,8.265,0.0,8.265,200,7.65,8.87
moderation-004,moderation,mean_submission_time,3.852787934277087,3.83503915009612,0.017748784180966884,200,0.005349004337042025,0.02972619444347313
moderation-004,moderation,moderator_actions,3.0,0.0,3.0,200,3.0,3.0
moderation-004,moderation,post_intervention_writes,47.215,49.655,-2.44,200,-2.8,-2.09
moderation-004,moderation,removed_pages,10.845,0.0,10.845,200,10.29,11.39
moderation-004,moderation,screen_agreement,0.8482549680963696,0.8480226472807126,0.00023232081565689234,200,-0.0027305606837577205,0.003041804524926347
moderation-004,moderation,screen_alarm,0.78,0.78,0.0,200,-0.035,0.035
moderation-004,moderation,screen_comparable_pairs,1029.89,1042.625,-12.735,200,-17.06,-8.295
moderation-004,moderation,screen_observed_submissions,174.71,175.51,-0.8,200,-1.085,-0.525
moderation-004,moderation,shared_submission_rate,0.3411197916666666,0.35075520833333335,-0.009635416666666669,200,-0.012239583333333335,-0.007291666666666671
moderation-004,moderation,submissions,174.71,175.51,-0.8,200,-1.075,-0.535
moderation-004,moderation,task_success_rate,0.8204166666666667,0.8243489583333333,-0.0039322916666666655,200,-0.0057812499999999965,-0.0019010416666666646
moderation-004,moderation,total_reads,70.18,72.26,-2.08,200,-2.62,-1.565
moderation-004,moderation,total_writes,104.315,106.755,-2.44,200,-2.805,-2.11
moderation-004,moderation,unauthorized_submission_rate,0.0,0.0,0.0,200,0.0,0.0
moderation-004,moderation,useful_reads,65.495,67.345,-1.85,200,-2.33,-1.36
moderation-005,moderation,assignments,192.0,192.0,0.0,200,0.0,0.0
moderation-005,moderation,completion_rate,0.910859375,0.9141145833333333,-0.003255208333333332,200,-0.0047135416666666706,-0.0018749999999999956
moderation-005,moderation,deadline_miss_rate,0.089140625,0.08588541666666666,0.003255208333333332,200,0.0017447916666666612,0.004791666666666664
moderation-005,moderation,displacements,8.67,0.0,8.67,200,8.055,9.33
moderation-005,moderation,mean_submission_time,3.8605011334363293,3.83503915009612,0.025461983340208695,200,0.013448752134676447,0.03759024524463928
moderation-005,moderation,moderator_actions,3.0,0.0,3.0,200,3.0,3.0
moderation-005,moderation,post_intervention_writes,47.325,49.655,-2.33,200,-2.69,-1.975
moderation-005,moderation,removed_pages,10.805,0.0,10.805,200,10.23,11.36
moderation-005,moderation,screen_agreement,0.8480122029006891,0.8480226472807126,-1.0444380023554856e-05,200,-0.002856110151012884,0.0027299858101471936
moderation-005,moderation,screen_alarm,0.785,0.78,0.005,200,-0.03,0.04
moderation-005,moderation,screen_comparable_pairs,1032.51,1042.625,-10.115,200,-14.56,-5.78
moderation-005,moderation,screen_observed_submissions,174.885,175.51,-0.625,200,-0.925,-0.33
moderation-005,moderation,shared_submission_rate,0.3421875,0.35075520833333335,-0.008567708333333335,200,-0.01109375,-0.0061197916666666675
moderation-005,moderation,submissions,174.885,175.51,-0.625,200,-0.915,-0.325
moderation-005,moderation,task_success_rate,0.8210677083333333,0.8243489583333333,-0.0032812499999999994,200,-0.005312499999999998,-0.001302083333333333
moderation-005,moderation,total_reads,70.365,72.26,-1.895,200,-2.41,-1.385
moderation-005,moderation,total_writes,104.425,106.755,-2.33,200,-2.685,-1.965
moderation-005,moderation,unauthorized_submission_rate,0.0,0.0,0.0,200,0.0,0.0
moderation-005,moderation,useful_reads,65.7,67.345,-1.645,200,-2.13,-1.155
