detection,reset_cadence,seed,epoch,reset,mean_infection,max_infection,cache_corruption,tier3_poisoning,promotion_accuracy
off,0,45,32,False,0.007537111151656059,0.007537111151656059,0.0,0.7128712871287128,0.3005464480874317
off,0,45,33,False,0.005652833363742045,0.005652833363742045,0.0,0.7075471698113207,0.3020833333333333
off,0,45,34,False,0.004239625022806533,0.004239625022806533,0.0,0.7090909090909091,0.29949238578680204
off,0,45,35,False,0.0031797187671048998,0.0031797187671048998,0.0,0.7053571428571429,0.297029702970297
off,0,45,36,False,0.0023847890753286747,0.0023847890753286747,0.0,0.7068965517241379,0.3014354066985646
off,0,45,37,False,0.001788591806496506,0.001788591806496506,0.0,0.711864406779661,0.29767441860465116
off,0,45,38,False,0.0013414438548723796,0.0013414438548723796,0.0,0.7154471544715447,0.2972972972972973
off,0,45,39,False,0.0010060828911542846,0.0010060828911542846,0.0,0.72,0.29955947136563876
off,0,46,0,False,0.0,0.0,0.0,0.0,1.0
off,0,46,1,False,0.0,0.0,0.2,0.2,0.8461538461538461
off,0,46,2,False,0.05,0.05,0.42857142857142855,0.42857142857142855,0.71875
off,0,46,3,False,0.14464285714285713,0.14464285714285713,0.4666666666666667,0.4666666666666667,0.6571428571428571
off,0,46,4,False,0.2251488095238095,0.2251488095238095,0.6,0.6,0.5609756097560976
off,0,46,5,False,0.3188616071428572,0.31886160714285716,0.6,0.6190476190476191,0.5348837209302325
off,0,46,6,False,0.3891462053571428,0.38914620535714284,0.5,0.6153846153846154,0.52
off,0,46,7,False,0.41685965401785713,0.41685965401785713,0.5,0.6296296296296297,0.49056603773584906
off,0,46,8,False,0.43764474051339286,0.43764474051339286,0.4,0.6129032258064516,0.4827586206896552
off,0,46,9,False,0.4282335553850446,0.4282335553850446,0.4,0.6388888888888888,0.453125
off,0,46,10,False,0.4211751665387834,0.4211751665387834,0.35,0.6341463414634146,0.45714285714285713
off,0,46,11,False,0.4033813749040875,0.40338137490408754,0.35,0.6511627906976745,0.4266666666666667
off,0,46,12,False,0.3900360311780656,0.3900360311780656,0.35,0.6590909090909091,0.4177215189873418
off,0,46,13,False,0.38002702338354916,0.3800270233835492,0.35,0.6666666666666666,0.40963855421686746
off,0,46,14,False,0.3725202675376619,0.3725202675376619,0.35,0.6808510638297872,0.38636363636363635
off,0,46,15,False,0.36689020065324635,0.3668902006532464,0.3,0.6923076923076923,0.3723404255319149
off,0,46,16,False,0.3501676504899348,0.3501676504899348,0.25,0.6851851851851852,0.3673469387755102
off,0,46,17,False,0.32512573786745114,0.32512573786745114,0.25,0.6964285714285714,0.34951456310679613
off,0,46,18,False,0.3063443034005884,0.3063443034005884,0.2,0.6842105263157895,0.3523809523809524
off,0,46,19,False,0.2797582275504413,0.2797582275504413,0.2,0.6949152542372882,0.34545454545454546
off,0,46,20,False,0.25981867066283093,0.25981867066283093,0.2,0.7096774193548387,0.3333333333333333
off,0,46,21,False,0.2448640029971232,0.2448640029971232,0.2,0.7096774193548387,0.3333333333333333
off,0,46,22,False,0.23364800224784238,0.23364800224784238,0.15,0.7076923076923077,0.32786885245901637
off,0,46,23,False,0.21273600168588178,0.21273600168588178,0.05,0.6911764705882353,0.3359375
off,0,46,24,False,0.17205200126441134,0.17205200126441134,0.05,0.7,0.3233082706766917
off,0,46,25,False,0.1415390009483085,0.1415390009483085,0.0,0.7027027027027027,0.3142857142857143
off,0,46,26,False,0.10615425071123138,0.10615425071123138,0.0,0.7088607594936709,0.3103448275862069
off,0,46,27,False,0.07961568803342353,0.07961568803342353,0.0,0.7195121951219512,0.30666666666666664
off,0,46,28,False,0.05971176602506765,0.05971176602506765,0.0,0.7261904761904762,0.310126582278481
off,0,46,29,False,0.04478382451880074,0.04478382451880074,0.0,0.7142857142857143,0.3132530120481928
off,0,46,30,False,0.03358786838910055,0.03358786838910055,0.0,0.723404255319149,0.3081395348837209
off,0,46,31,False,0.025190901291825413,0.025190901291825413,0.0,0.7216494845360825,0.30337078651685395
off,0,46,32,False,0.01889317596886906,0.01889317596886906,0.0,0.73,0.2972972972972973
off,0,46,33,False,0.014169881976651795,0.014169881976651795,0.0,0.7378640776699029,0.2931937172774869
off,0,46,34,False,0.010627411482488846,0.010627411482488846,0.0,0.7333333333333333,0.29081632653061223
off,0,46,35,False,0.007970558611866635,0.007970558611866635,0.0,0.7363636363636363,0.2871287128712871
off,0,46,36,False,0.005977918958899976,0.0059779189588999755,0.0,0.7241379310344828,0.2938388625592417
off,0,46,37,False,0.004483439219174982,0.004483439219174982,0.0,0.7213114754098361,0.2916666666666667
off,0,46,38,False,0.003362579414381236,0.003362579414381236,0.0,0.7142857142857143,0.2927927927927928
off,0,46,39,False,0.0025219345607859272,0.0025219345607859272,0.0,0.7022900763358778,0.29955947136563876
off,0,47,0,False,0.0,0.0,0.0,0.0,1.0
off,0,47,1,False,0.0,0.0,0.2727272727272727,0.2727272727272727,0.8518518518518519
off,0,47,2,False,0.06818181818181818,0.06818181818181818,0.35714285714285715,0.35714285714285715,0.7575757575757576
off,0,47,3,False,0.14042207792207792,0.14042207792207792,0.4375,0.4375,0.65
off,0,47,4,False,0.21469155844155843,0.21469155844155843,0.5,0.5,0.5686274509803921
off,0,47,5,False,0.28601866883116883,0.28601866883116883,0.5,0.5238095238095238,0.5576923076923077
off,0,47,6,False,0.3395140016233767,0.33951400162337664,0.4,0.5555555555555556,0.5254237288135594
off,0,47,7,False,0.3546355012175325,0.3546355012175325,0.4,0.5862068965517241,0.5
off,0,47,8,False,0.36597662591314933,0.3659766259131494,0.3,0.5757575757575758,0.4925373134328358
off,0,47,9,False,0.34948246943486205,0.34948246943486205,0.2,0.5675675675675675,0.48
off,0,47,10,False,0.3121118520761465,0.3121118520761465,0.1,0.5609756097560976,0.4691358024691358
off,0,47,11,False,0.2590838890571099,0.2590838890571099,0.1,0.5813953488372093,0.4418604651162791
off,0,47,12,False,0.2193129167928324,0.2193129167928324,0.1,0.6,0.4222222222222222
off,0,47,13,False,0.1894846875946243,0.1894846875946243,0.05,0.5957446808510638,0.40625
off,0,47,14,False,0.15461351569596823,0.15461351569596823,0.0,0.6078431372549019,0.39215686274509803
off,0,47,15,False,0.11596013677197617,0.11596013677197617,0.0,0.5892857142857143,0.3944954128440367
off,0,47,16,False,0.08697010257898212,0.08697010257898213,0.0,0.5932203389830508,0.38596491228070173
off,0,47,17,False,0.0652275769342366,0.0652275769342366,0.0,0.59375,0.3770491803278688
off,0,47,18,False,0.048920682700677454,0.048920682700677454,0.0,0.5970149253731343,0.376
off,0,47,19,False,0.03669051202550809,0.03669051202550809,0.0,0.6056338028169014,0.366412213740458
off,0,47,20,False,0.027517884019131068,0.027517884019131068,0.0,0.6233766233766234,0.35251798561151076
off,0,47,21,False,0.0206384130143483,0.0206384130143483,0.0,0.6428571428571429,0.3448275862068966
off,0,47,22,False,0.015478809760761226,0.015478809760761226,0.0,0.6436781609195402,0.3464052287581699
off,0,47,23,False,0.01160910732057092,0.01160910732057092,0.0,0.651685393258427,0.3375796178343949
off,0,47,24,False,0.00870683049042819,0.00870683049042819,0.0,0.6391752577319587,0.3473053892215569
off,0,47,25,False,0.006530122867821142,0.006530122867821142,0.0,0.6435643564356436,0.34285714285714286
off,0,47,26,False,0.004897592150865858,0.004897592150865857,0.0,0.6509433962264151,0.3370165745856354
off,0,47,27,False,0.003673194113149393,0.003673194113149393,0.0,0.6339285714285714,0.34574468085106386
off,0,47,28,False,0.0027548955848620445,0.0027548955848620445,0.0,0.6218487394957983,0.3520408163265306
off,0,47,29,False,0.0020661716886465334,0.0020661716886465334,0.0,0.628099173553719,0.3484848484848485
off,0,47,30,False,0.0015496287664849,0.0015496287664849,0.0,0.6290322580645161,0.3446601941747573
off,0,47,31,False,0.001162221574863675,0.001162221574863675,0.0,0.6259541984732825,0.3488372093023256
off,0,47,32,False,0.0008716661811477563,0.0008716661811477563,0.0,0.6323529411764706,0.34080717488789236
off,0,47,33,False,0.0006537496358608173,0.0006537496358608173,0.0,0.6330935251798561,0.34210526315789475
off,0,47,34,False,0.0004903122268956129,0.0004903122268956129,0.0,0.6326530612244898,0.3432203389830508
off,0,47,35,False,0.00036773417017170966,0.00036773417017170966,0.0,0.6381578947368421,0.33877551020408164
off,0,47,36,False,0.00027580062762878226,0.00027580062762878226,0.0,0.6346153846153846,0.3426294820717131
off,0,47,37,False,0.0002068504707215867,0.0002068504707215867,0.0,0.6369426751592356,0.33725490196078434
off,0,47,38,False,0.00015513785304119003,0.00015513785304119003,0.0,0.6415094339622641,0.3333333333333333
off,0,47,39,False,0.00011635338978089251,0.00011635338978089251,0.0,0.6375,0.3333333333333333
off,0,48,0,False,0.0,0.0,0.0,0.0,1.0
off,0,48,1,False,0.0,0.0,0.3333333333333333,0.3333333333333333,0.8571428571428571
off,0,48,2,False,0.08333333333333333,0.08333333333333333,0.4,0.4,0.72
off,0,48,3,False,0.1625,0.1625,0.5714285714285714,0.5714285714285714,0.5806451612903226
off,0,48,4,False,0.26473214285714286,0.26473214285714286,0.6470588235294118,0.6470588235294118,0.5428571428571428
off,0,48,5,False,0.3603138130252101,0.3603138130252101,0.6470588235294118,0.6470588235294118,0.5405405405405406
off,0,48,6,False,0.4320000656512605,0.4320000656512605,0.6842105263157895,0.6842105263157895,0.46511627906976744
off,0,48,7,False,0.4950526808173927,0.49505268081739273,0.7,0.7,0.43478260869565216
off,0,48,8,False,0.5462895106130445,0.5462895106130445,0.7,0.7272727272727273,0.42
off,0,48,9,False,0.5847171329597833,0.5847171329597833,0.7,0.75,0.39622641509433965
off,0,48,10,False,0.6135378497198375,0.6135378497198375,0.65,0.7307692307692307,0.3793103448275862
off,0,48,11,False,0.6226533872898781,0.6226533872898781,0.6,0.7333333333333333,0.3582089552238806
off,0,48,12,False,0.6169900404674086,0.6169900404674086,0.6,0.75,0.3380281690140845
off,0,48,13,False,0.6127425303505565,0.6127425303505565,0.6,0.7777777777777778,0.3116883116883117
off,0,48,14,False,0.6095568977629172,0.6095568977629173,0.45,0.7380952380952381,0.32142857142857145
off,0,48,15,False,0.569667673322188,0.569667673322188,0.45,0.7441860465116279,0.30337078651685395
off,0,48,16,False,0.539750754991641,0.539750754991641,0.35,0.723404255319149,0.3125
off,0,48,17,False,0.49231306624373083,0.49231306624373083,0.35,0.74,0.3
off,0,48,18,False,0.4567347996827982,0.4567347996827982,0.35,0.75,0.2912621359223301
off,0,48,19,False,0.43005109976209865,0.43005109976209865,0.25,0.7457627118644068,0.2882882882882883
off,0,48,20,False,0.38503832482157396,0.38503832482157396,0.2,0.746031746031746,0.28448275862068967
off,0,48,21,False,0.3387787436161805,0.3387787436161805,0.15,0.746268656716418,0.2845528455284553
off,0,48,22,False,0.29158405771213536,0.29158405771213536,0.05,0.7397260273972602,0.2857142857142857
off,0,48,23,False,0.23118804328410153,0.23118804328410153,0.05,0.7432432432432432,0.2753623188405797
off,0,48,24,False,0.18589103246307617,0.18589103246307614,0.05,0.7466666666666667,0.2695035460992908
off,0,48,25,False,0.15191827434730712,0.15191827434730712,0.0,0.7407407407407407,0.272108843537415
off,0,48,26,False,0.11393870576048035,0.11393870576048035,0.0,0.7380952380952381,0.26973684210526316
off,0,48,27,False,0.08545402932036025,0.08545402932036025,0.0,0.735632183908046,0.275
off,0,48,28,False,0.06409052199027018,0.06409052199027018,0.0,0.7333333333333333,0.2710843373493976
off,0,48,29,False,0.04806789149270264,0.04806789149270264,0.0,0.7362637362637363,0.2631578947368421
off,0,48,30,False,0.03605091861952698,0.03605091861952698,0.0,0.7422680412371134,0.26666666666666666
off,0,48,31,False,0.027038188964645236,0.027038188964645236,0.0,0.7254901960784313,0.2698412698412698
off,0,48,32,False,0.020278641723483926,0.020278641723483926,0.0,0.7333333333333333,0.26424870466321243
off,0,48,33,False,0.015208981292612944,0.015208981292612944,0.0,0.7358490566037735,0.26153846153846155
off,0,48,34,False,0.011406735969459708,0.011406735969459708,0.0,0.7383177570093458,0.2562814070351759
off,0,48,35,False,0.008555051977094781,0.008555051977094781,0.0,0.75,0.24878048780487805
off,0,48,36,False,0.006416288982821086,0.006416288982821086,0.0,0.7522123893805309,0.24170616113744076
off,0,48,37,False,0.004812216737115814,0.004812216737115814,0.0,0.7606837606837606,0.24311926605504589
off,0,48,38,False,0.003609162552836861,0.0036091625528368605,0.0,0.7563025210084033,0.24774774774774774
off,0,48,39,False,0.0027068719146276453,0.0027068719146276453,0.0,0.746031746031746,0.25217391304347825
off,0,49,0,False,0.0,0.0,0.0,0.0,1.0
off,0,49,1,False,0.0,0.0,0.16666666666666666,0.16666666666666666,0.8076923076923077
off,0,49,2,False,0.041666666666666664,0.041666666666666664,0.4,0.4,0.6571428571428571
off,0,49,3,False,0.13125,0.13125,0.5,0.5,0.6153846153846154
off,0,49,4,False,0.2234375,0.2234375,0.5384615384615384,0.5384615384615384,0.5853658536585366
off,0,49,5,False,0.3021935096153846,0.3021935096153846,0.5714285714285714,0.5714285714285714,0.5581395348837209
