strategy,seed,epoch,toxicity,quality_gap,welfare,rho_a,mean_p,honest_p,opp_p
fixed_0.0,0,13,0.23339453193345516,0.46656684881090554,54.28605633478539,0.0,0.6888443265980606,0.7592233902756855,0.6050618440961769
fixed_0.0,0,14,0.2305860611975638,0.4771412715341783,49.46048039185156,0.0,0.6620571527072461,0.7288298577922985,0.6235209802162276
fixed_0.0,0,15,0.2376002821414222,0.47073358502169027,44.960243663904095,0.0,0.6447163216031553,0.754856368682024,0.5206667242959518
fixed_0.0,0,16,0.23145153825216908,0.47165683275098036,46.576967949023505,0.0,0.6506342535600858,0.7223458315436493,0.5941620414142946
fixed_0.0,0,17,0.22274310613262593,0.4815773881911916,56.86372957188952,0.0,0.6929808509339156,0.7309861050710913,0.6622806657666381
fixed_0.0,0,18,0.23452598558553062,0.4722164902027429,51.27577725524953,0.0,0.6749658537922769,0.772771226935058,0.5896901879047368
fixed_0.0,0,19,0.2260182881434748,0.4807776171027669,50.29213154807696,0.0,0.6658067480084026,0.7638806289063034,0.5257388735215472
fixed_0.0,0,20,0.22473757925244273,0.48222132673470447,49.98207573011218,0.0,0.6627441111761262,0.7641407141920312,0.556560016453126
fixed_0.0,0,21,0.23971238601919065,0.4668421230554478,44.91811484824428,0.0,0.6435770832169474,0.7299909213789908,0.5618027446511692
fixed_0.0,0,22,0.2356103582735891,0.47151326022380297,47.25722098971666,0.0,0.6543698810075236,0.7237891051342996,0.5596250883469026
fixed_0.0,0,23,0.23838909806222244,0.45908193906402717,40.70050105406935,0.0,0.6277120030441029,0.7289085868883616,0.5588799863720595
fixed_0.0,0,24,0.22275187333420843,0.4820945059908157,52.850498648229994,0.0,0.6768117712510383,0.740166267735172,0.5976685664284885
fixed_0.0,0,25,0.23213030240099208,0.47455408350482,47.27895590361047,0.0,0.6531857940853432,0.7522916987733352,0.552892854618256
fixed_0.0,0,26,0.22922240622099518,0.47804327037359445,48.71698144287646,0.0,0.6592341640251661,0.7293446667905489,0.6037510911589521
fixed_0.0,0,27,0.23501620813539612,0.4681475810721238,47.288128028995295,0.0,0.6557493562811083,0.7544936117039361,0.5513751210831368
fixed_0.0,0,28,0.24083239208928683,0.4594688843627829,47.380461800518844,0.0,0.6596160162987769,0.7616069766681317,0.5525702237031818
fixed_0.0,0,29,0.22227799078633892,0.48443846979770133,54.25216240992948,0.0,0.6808343152541207,0.7309276283593265,0.6306908896817175
fixed_0.0,0,30,0.23326918780981157,0.4638621016614335,51.802294212774775,0.0,0.6778239093717471,0.7595606435304811,0.5924807402378925
fixed_0.0,0,31,0.22933202082665224,0.47350126099490786,51.616495615152736,0.0,0.6720218831327418,0.7273177070110006,0.6257476946193913
fixed_0.0,0,32,0.22003341896405723,0.48961231341168737,53.104733351687244,0.0,0.6738839131300771,0.7432020402901555,0.6097709381360115
fixed_0.0,0,33,0.23103877572974105,0.46530706606953304,44.314969521148996,0.0,0.6410017811011374,0.7118233848360837,0.5975212292622359
fixed_0.0,0,34,0.22054608032153292,0.4855466904310321,50.8255420528241,0.0,0.6661596919112263,0.7693303782364774,0.5214832574795246
fixed_0.0,0,35,0.23317265261881695,0.47270958496804577,50.41246602108883,0.0,0.6683461838461735,0.7607004403153678,0.5864503945676688
fixed_0.0,0,36,0.23026276591757236,0.4713296237586095,51.69825243042902,0.0,0.6754713093307056,0.7124865039332224,0.6651122793021919
fixed_0.0,0,37,0.23667786368110066,0.4641184594717232,39.30281123376888,0.0,0.6202189446484514,0.7179110969566722,0.5178829549703853
fixed_0.0,0,38,0.22891786287632776,0.4709563639611889,45.29509526111958,0.0,0.6454937734006886,0.7216633283410798,0.5622198396332626
fixed_0.0,0,39,0.23842029230709627,0.47250493707256386,47.76963073601818,0.0,0.6552660968515768,0.7129223164028075,0.5956539313695558
fixed_0.0,1,0,0.23696046359605474,0.4705373095242841,49.10058681080918,0.0,0.6650109302530527,0.7579317785381596,0.5907742726104738
fixed_0.0,1,1,0.2329643148273212,0.46640524990740084,46.75518737950258,0.0,0.6543210831117235,0.7342296179698509,0.5876583272125463
fixed_0.0,1,2,0.2303239674986612,0.47283214756873637,46.92555762804916,0.0,0.6514679956091547,0.741873238861834,0.5592332376964838
fixed_0.0,1,3,0.2347791829957615,0.4679170961094155,44.52428935178944,0.0,0.6443422338426394,0.7045940233626536,0.5632852526522266
fixed_0.0,1,4,0.21896161587924148,0.48689717063741755,47.569109702689175,0.0,0.6511991386174472,0.7704625117183989,0.48571053203211584
fixed_0.0,1,5,0.2355917023085837,0.4607794799566683,45.952174183950184,0.0,0.6530532567018881,0.7607815115675606,0.5544821963459489
fixed_0.0,1,6,0.2314072801564936,0.47186407289087895,52.277160334801714,0.0,0.6781521058727547,0.7598863516894568,0.5937613752451188
fixed_0.0,1,7,0.22277920273117915,0.4769091313938381,51.58444257059367,0.0,0.6699162427052073,0.7460636003282338,0.5891451945675752
fixed_0.0,1,8,0.2369657170664291,0.4576420497512009,54.34027362909791,0.0,0.690574291722964,0.7521806799002637,0.661680502733509
fixed_0.0,1,9,0.22887795899275545,0.47279081317084054,53.77714359743525,0.0,0.6805038018161668,0.7367258390452918,0.6270550994276084
fixed_0.0,1,10,0.225771298090187,0.4751985861255042,53.38060869135613,0.0,0.6791889846847121,0.7456209658958003,0.6284536285559422
fixed_0.0,1,11,0.2523841310039427,0.44320414370302563,36.169177348882336,0.0,0.6146546258851496,0.6920583550873588,0.5867974737307767
fixed_0.0,1,12,0.23964738807018063,0.4586682048167939,44.39768795534176,0.0,0.6456855607256209,0.742993797296335,0.5575564183363877
fixed_0.0,1,13,0.23073914166217355,0.47056800965141043,51.01012672492821,0.0,0.671225856327116,0.751751993441601,0.6255971541866606
fixed_0.0,1,14,0.23942012996601958,0.45390275196961516,43.459270465546105,0.0,0.6433216591084965,0.7058977567186825,0.6075499033719044
fixed_0.0,1,15,0.23163999765908513,0.47503299344797545,47.206016020170566,0.0,0.6535603622576541,0.7620334395733385,0.5216376434705766
fixed_0.0,1,16,0.23046208933273432,0.4762826055459706,37.856494757413685,0.0,0.6068080204390591,0.6731811529336026,0.5625182307074115
fixed_0.0,1,17,0.22996245018090553,0.45742408262407747,60.18311722822624,0.0,0.7166714068462855,0.7643564535544642,0.7112875536322435
fixed_0.0,1,18,0.23115152040678616,0.4674003082390478,52.411481831403826,0.0,0.679263420514063,0.7659519849743023,0.5863255260213781
fixed_0.0,1,19,0.22999443090428237,0.4657535430352024,44.08838284048201,0.0,0.6419233447610371,0.7357960818697212,0.5499743922022745
fixed_0.0,1,20,0.24152018538297063,0.4668080210347628,46.84161726364919,0.0,0.6573380767261641,0.738624787828917,0.5641281349906181
fixed_0.0,1,21,0.23579789355103506,0.46700371694148485,50.69568624943777,0.0,0.6708013630606681,0.7410284083263592,0.6256695703583822
fixed_0.0,1,22,0.2320484732874531,0.46728189605136294,42.007949643698545,0.0,0.631660973697566,0.7233063164146565,0.5513838861049648
fixed_0.0,1,23,0.23043426416696403,0.4750974549502719,42.83650470869146,0.0,0.6309956448058733,0.711882270924328,0.5315989558339794
fixed_0.0,1,24,0.243957011327934,0.4525304121764395,48.32904793210795,0.0,0.6655369062367781,0.726694675900985,0.6510380121092124
fixed_0.0,1,25,0.2331908429526325,0.4660590386517695,46.21921462324837,0.0,0.6502943973844251,0.7164583441877356,0.5905593114197181
fixed_0.0,1,26,0.21873546078123793,0.48087174055412835,45.8755053203096,0.0,0.645017546061759,0.7453033287324844,0.5176442326115398
fixed_0.0,1,27,0.23799137326191097,0.4696442289743179,51.17753985564376,0.0,0.6759071847594641,0.763946967216882,0.5979752049976466
fixed_0.0,1,28,0.23730345337552367,0.46430564418963644,47.39225676749139,0.0,0.6582277766818082,0.7520969629104808,0.5924487139673035
fixed_0.0,1,29,0.23042961600188247,0.4762130315269751,51.32489795449588,0.0,0.6703593357633311,0.7508914786978071,0.5950409736850933
fixed_0.0,1,30,0.23649603834648905,0.4666907397336504,51.39017596217454,0.0,0.6740549032045613,0.7423529405863477,0.6265976804756475
fixed_0.0,1,31,0.2442160544871881,0.4519610836129049,45.47380012642091,0.0,0.6540927016999084,0.7307518789846481,0.6464915744970886
fixed_0.0,1,32,0.22055256955041083,0.4717401077956001,56.124993694233844,0.0,0.6929617440203958,0.7558954333206125,0.612424812548294
fixed_0.0,1,33,0.23912605954237504,0.4636451963326702,46.50029629108065,0.0,0.6526900613133352,0.7180243987802947,0.5890459575843744
fixed_0.0,1,34,0.23191760434088635,0.46861922808580286,51.217197052113754,0.0,0.6743585500419531,0.7579209364643213,0.62987904844973
fixed_0.0,1,35,0.23829316747647636,0.47272533753107854,37.635799563811176,0.0,0.6080710978259231,0.6607245619281226,0.5567987023612456
fixed_0.0,1,36,0.23377131765005074,0.4692531293035283,47.77152362432375,0.0,0.6567362855124592,0.7458702015345393,0.5589237178752816
fixed_0.0,1,37,0.24148053739108857,0.465849927925217,42.92365838506023,0.0,0.638174897894897,0.7584798611231072,0.520082383632861
fixed_0.0,1,38,0.23496894483130001,0.46511311914306364,46.98019941193835,0.0,0.6565046607019852,0.7391784783407935,0.5877061304025231
fixed_0.0,1,39,0.2277489633922071,0.4752808896844728,53.68438789279869,0.0,0.6851162068323062,0.7850261779701125,0.5926452062929694
fixed_0.0,2,0,0.23721371157537263,0.4660261196144003,47.65838436978699,0.0,0.6579304115113873,0.7465212336098156,0.5886064449531925
fixed_0.0,2,1,0.2350450962473545,0.4741151270431046,45.35223425313302,0.0,0.6464261219918693,0.758793128385547,0.5331755444031341
fixed_0.0,2,2,0.22405069449684237,0.4814226642826821,52.427495249921314,0.0,0.6716410615752432,0.7466279558030666,0.587143263277687
fixed_0.0,2,3,0.2332725693934005,0.4637431105463185,46.62569826971713,0.0,0.6546561788912392,0.7626906067350252,0.5545382133635613
fixed_0.0,2,4,0.22792433375581048,0.47176006497620365,47.98324329637884,0.0,0.6580669838749403,0.740592246584913,0.587623165459675
fixed_0.0,2,5,0.22982254788456122,0.47069168172891485,53.36832161805854,0.0,0.6838839771318044,0.7627858293928074,0.6098060812901077
fixed_0.0,2,6,0.24303620292830366,0.45946469105874566,47.428049893192544,0.0,0.6612419864344576,0.7544493129566731,0.5899177756743436
fixed_0.0,2,7,0.22706609465101218,0.47762749995406734,51.77706439855796,0.0,0.6734281761918905,0.7344678462390737,0.6329627672325687
fixed_0.0,2,8,0.23408482778548934,0.46754564621177874,38.3847988533695,0.0,0.6139628371956826,0.7139325243106852,0.5222618274880909
fixed_0.0,2,9,0.2391764417400086,0.467554100565897,43.2818451742773,0.0,0.6361424647757522,0.7329576429853057,0.5588192302439019
fixed_0.0,2,10,0.24031999771475493,0.4626495786994208,34.9126170919831,0.0,0.6016080628962764,0.7279140951094356,0.5230149004284576
fixed_0.0,2,11,0.23647543326668496,0.45997533690155784,47.562900522431036,0.0,0.6600301159304645,0.7497498234641751,0.5892512009072202
fixed_0.0,2,12,0.22474535150881816,0.4753023591322217,47.273885345808516,0.0,0.6524682057153579,0.7521723398318666,0.5599815212943728
fixed_0.0,2,13,0.23375326578801695,0.4605350669285151,47.79722357101083,0.0,0.6626263441530671,0.749570036113653,0.589486429411401
fixed_0.0,2,14,0.22879148703065016,0.4674700400585802,51.45915561070208,0.0,0.6738189212904789,0.7451855518260554,0.6040035588385381
fixed_0.0,2,15,0.22638706131664055,0.4781947506400492,45.606373635767426,0.0,0.6421093822573459,0.6923295182656742,0.5874100645866311
fixed_0.0,2,16,0.23477615207381958,0.4724639738858874,49.72341679521793,0.0,0.6667938533666206,0.7611243452526216,0.5885588428989988
fixed_0.0,2,17,0.23031615887089119,0.47650904278859857,46.95987829968152,0.0,0.6505565804319591,0.7457996334082556,0.5541304444832572
fixed_0.0,2,18,0.22883909799334462,0.47271157827984056,45.05937210708989,0.0,0.6411652179796993,0.7160207921519299,0.548201517815596
fixed_0.0,2,19,0.22194806580248924,0.48225428715405766,54.81359503774936,0.0,0.685619862492983,0.747886246531677,0.5979063535702163
fixed_0.0,2,20,0.23151810225231712,0.4695078183722932,54.03484603767441,0.0,0.6863180295325315,0.749341301407915,0.6454963324515344
fixed_0.0,2,21,0.23670645478744823,0.46660229082976334,48.25571074643934,0.0,0.658308029775855,0.7259736336185594,0.6287516449177949
fixed_0.0,2,22,0.23772865574616972,0.4672428825534223,40.60162354683633,0.0,0.6220984794878036,0.6997191130056546,0.5850233000786804
fixed_0.0,2,23,0.2433109733838186,0.45751021468183856,46.97278531614265,0.0,0.6575618134351163,0.732590891819218,0.5985372573302962
fixed_0.0,2,24,0.23438966412463733,0.4695716671336945,51.368607787969424,0.0,0.6756090996747379,0.7412244609446356,0.6255903316199553
fixed_0.0,2,25,0.23082762208975358,0.46191824108468826,52.95305036818889,0.0,0.6844873670447202,0.7750754766590747,0.6293690630913694
fixed_0.0,2,26,0.22973580867570045,0.4793262489514417,50.20753116197223,0.0,0.6624157853102252,0.7398442608340978,0.5856472749781536
fixed_0.0,2,27,0.2351474186237993,0.4672364848783401,51.08334534098448,0.0,0.6714052844005327,0.7342455743867655,0.6270423703286762
fixed_0.0,2,28,0.22865128927695386,0.47907004782319573,43.694814680316846,0.0,0.6356121971731407,0.7028603427969272,0.534617780922859
fixed_0.0,2,29,0.2335700512211281,0.4668721341932954,46.91325622178885,0.0,0.6536025163488256,0.7401567777272617,0.5610337529112229
fixed_0.0,2,30,0.2255550941481143,0.47520998606188336,51.69322005833747,0.0,0.6714827422051443,0.7427539083061389,0.5958604501126675
fixed_0.0,2,31,0.21997242247427704,0.47958241394427026,57.15843971097562,0.0,0.6961006550854757,0.7710939642886181,0.6242462609530204
fixed_0.0,2,32,0.2373078679118616,0.46612896082459576,46.4427632947582,0.0,0.6539287078957327,0.733465004778106,0.5922466276428555
fixed_0.0,2,33,0.22518440401665663,0.4765611414928801,52.10516388493191,0.0,0.6715606819932194,0.711571086014648,0.6315852168501908
fixed_0.0,2,34,0.22229040456455143,0.4779320971718921,58.27241951238005,0.0,0.7020370133832323,0.7595983105205711,0.6424778898258073
fixed_0.0,2,35,0.23023021492648957,0.4757128580214994,42.701665027137125,0.0,0.6310202014839065,0.7429450786907748,0.5200288523043649
fixed_0.0,2,36,0.22452441487507288,0.47240577970580794,54.97994872607406,0.0,0.6888678588455289,0.7665109871172917,0.5934138069454135
fixed_0.0,2,37,0.23094729416923396,0.4651952290038584,50.39938450512344,0.0,0.6721370331216289,0.7601976354363374,0.6048607892152404
fixed_0.0,2,38,0.22792883467219685,0.4748364730061172,49.88058838931456,0.0,0.6652329589014269,0.7310379340708267,0.6268101665864206
fixed_0.0,2,39,0.227534524884467,0.477643257628922,45.26879246514173,0.0,0.6450939397478205,0.7433414997767517,0.5648361203361186
fixed_0.0,3,0,0.22660462280090563,0.4734737598591618,49.38894451168513,0.0,0.66291816656529,0.7399150289504429,0.6012490786357678
fixed_0.0,3,1,0.23519182507755199,0.47071200465735036,46.4225190212757,0.0,0.6510527737969217,0.7292019495514777,0.5915508487097101
fixed_0.0,3,2,0.22506429785507523,0.4761514778781895,52.636926377711916,0.0,0.6757374775869687,0.7550108999534674,0.6230341162171983
fixed_0.0,3,3,0.24074387600760602,0.46006251188549596,48.15198283445698,0.0,0.6634097673495823,0.7524042715724999,0.5959451317003049
fixed_0.0,3,4,0.22719146521602393,0.47089395400244244,52.900161173216546,0.0,0.6786297439834876,0.7489694614350486,0.5931576992625218
fixed_0.0,3,5,0.23740206729912014,0.4701164592642624,41.82088180989656,0.0,0.6293982692426722,0.7464856468186114,0.4820485826370861
fixed_0.0,3,6,0.24505982487985972,0.45214389612332045,44.539480293768264,0.0,0.6494399326913655,0.7470881886285653,0.5550711382749994
fixed_0.0,3,7,0.2289556783580066,0.4753209801470037,54.55764864087524,0.0,0.6878631501162678,0.7678156520976114,0.6044810704291871
fixed_0.0,3,8,0.2440865584214359,0.45766018377233475,38.43075006767997,0.0,0.6186153864468636,0.7109840980736367,0.5597716640495733
fixed_0.0,3,9,0.22781107133421422,0.4804284853709205,48.4069971736559,0.0,0.65608537803448,0.7508324114789748,0.5591391983459999
fixed_0.0,3,10,0.22389310671912868,0.47259861581511686,53.41214406266028,0.0,0.6815871701178479,0.731584806371584,0.6440660412309996
fixed_0.0,3,11,0.21872463600599448,0.4895876865962304,48.95967104384289,0.0,0.654798544956646,0.7572071264837246,0.5222576996477932
fixed_0.0,3,12,0.24306438438600908,0.45892029282691027,47.78706029596098,0.0,0.6613272212750513,0.7459778971941725,0.6212688760752522
fixed_0.0,3,13,0.23374551693796908,0.46847760241982844,50.0428424845272,0.0,0.6686549825579,0.7523725035767352,0.5959714290472335
fixed_0.0,3,14,0.23685469935655032,0.46390789753181133,50.00179959024788,0.0,0.6703637211370874,0.7547396870578545,0.6239335575174568
fixed_0.0,3,15,0.2334259337784578,0.4672934577719489,53.03447629055771,0.0,0.6809035989633515,0.7451038893933428,0.6281941888197992
fixed_0.0,3,16,0.243690366444432,0.46238775522236714,46.59561601296626,0.0,0.6561256199240552,0.7547811536006902,0.5887411063882824
fixed_0.0,3,17,0.23638381942917233,0.4681608056868705,46.876228977212946,0.0,0.6543786592438912,0.7255569970484005,0.597194434576251
fixed_0.0,3,18,0.23893998757374132,0.4665819119293692,42.50826487394005,0.0,0.6327499866456822,0.709267886395959,0.5556861818568991
fixed_0.0,3,19,0.24171846943398928,0.45323888314401434,52.503820734055736,0.0,0.6865187074015418,0.7564280131894746,0.6711045171791657
fixed_0.0,3,20,0.2393544154107963,0.4693941624143018,50.63586888120184,0.0,0.6706783701264626,0.7502952351924554,0.618770084626305
fixed_0.0,3,21,0.2322647571104809,0.4664966045565202,55.569013318984894,0.0,0.6938732805014034,0.7538108256907362,0.6707489495531127
fixed_0.0,3,22,0.2304805643947023,0.4752027651915481,47.103979568845524,0.0,0.6546787673506737,0.7425812601936873,0.5602688612572053
fixed_0.0,3,23,0.22530936451608238,0.4742719257256248,58.25689019790248,0.0,0.7035498466250739,0.7505004426976787,0.6877895322982602
fixed_0.0,3,24,0.2376391913773067,0.46784532516373273,50.02412755478697,0.0,0.6687917435899468,0.7275627473521504,0.6253822981874807
fixed_0.0,3,25,0.2309499558160837,0.4658087706422862,45.09350521059617,0.0,0.64483437201264,0.7113489380114314,0.5959750022086127
fixed_0.0,3,26,0.245869080222712,0.46004161492060147,41.20368070187227,0.0,0.631453155798461,0.7247171602351377,0.5576527871995888
fixed_0.0,3,27,0.2373561738061523,0.4587680271051335,47.43505939125562,0.0,0.6594210200951928,0.7444981961796195,0.5910376834813353
fixed_0.0,3,28,0.23232395670911238,0.4723619786447166,43.94150832287102,0.0,0.6377764991635906,0.7467905971524421,0.5178396635750113
fixed_0.0,3,29,0.24917303767785146,0.45014553211669883,44.83192069095718,0.0,0.6532954303635304,0.7425033530810382,0.607002950014019
fixed_0.0,3,30,0.2380513045477993,0.4647813863454502,45.32691503567299,0.0,0.6496265270853835,0.7257101520370607,0.570954861018353
fixed_0.0,3,31,0.22563684890439087,0.47735350807640065,49.55987454828173,0.0,0.6629806658777824,0.7579731147723906,0.5604222608715452
fixed_0.0,3,32,0.22505319351050798,0.480582147413005,49.93724942222388,0.0,0.6628109720931242,0.7493029457286501,0.5646446139804334
fixed_0.0,3,33,0.22372217069866393,0.47856442854490566,48.98829439183637,0.0,0.6606247590696506,0.7665413520546456,0.48791633975179455
fixed_0.0,3,34,0.23852263426574008,0.45776113460097173,48.96048390688145,0.0,0.6661104626923908,0.7398558869303957,0.6255924644657617
fixed_0.0,3,35,0.23887664366929465,0.4666103635502985,37.48147638607381,0.0,0.6094749881768583,0.6546571706844372,0.5949153333191269
fixed_0.0,3,36,0.2237123215605519,0.47520418314256563,48.97687138089474,0.0,0.661446667513328,0.7309677641993372,0.5735431040574629
fixed_0.0,3,37,0.2358213820828813,0.4679776590965667,52.17271914475378,0.0,0.6783827137494147,0.7360580324329777,0.6619416662407321
fixed_0.0,3,38,0.23582928731220984,0.4655196160696043,44.77012990324995,0.0,0.6439114785364757,0.7121353898773318,0.5633110295190343
fixed_0.0,3,39,0.24285559866258666,0.46132342828785866,42.79412455554792,0.0,0.6379691823630498,0.7193466207562165,0.5567263761189424
fixed_0.0,4,0,0.23792907378017011,0.45814238466561885,51.639217352719186,0.0,0.6780781556977998,0.7410727250050514,0.6388764431685463
fixed_0.0,4,1,0.2257564898848247,0.4732065198092649,43.39428067642742,0.0,0.6322815541723958,0.7199368903889992,0.5546059029185689
fixed_0.0,4,2,0.23373135352234858,0.473735564018544,42.65652619073658,0.0,0.6320435700057306,0.7160534845785266,0.559697450960839
fixed_0.0,4,3,0.22681199890607776,0.47989074001679805,52.87048503612913,0.0,0.6772098530905627,0.7399547956879786,0.6228308567468258
fixed_0.0,4,4,0.2373700498765216,0.4679270930206988,42.60346402122425,0.0,0.6339499995427862,0.7475548089093451,0.5216696452006084
fixed_0.0,4,5,0.23647699630563077,0.455122085917573,50.47548917869735,0.0,0.6724985865108547,0.7371857874917479,0.6260071820358796
fixed_0.0,4,6,0.22671464350483397,0.47826981428828585,51.68788669292413,0.0,0.6736458118517732,0.768416758694121,0.5973253172735257
fixed_0.0,4,7,0.22816585074514736,0.47915236076615625,47.45235872572392,0.0,0.6520460590633135,0.7556328806729191,0.5203623696666031
fixed_0.0,4,8,0.23297898319440016,0.4729136566490164,52.44729020934792,0.0,0.6763792326145384,0.7459473753162345,0.6216571444261811
fixed_0.0,4,9,0.22644682934967406,0.47520069585249747,54.478204378687586,0.0,0.6864330430773681,0.7653100696243089,0.5934623915686256
fixed_0.0,4,10,0.23947536713135345,0.46749276639532966,42.12570775042198,0.0,0.6319641221099309,0.7167399458101428,0.554471911473135
fixed_0.0,4,11,0.22256758887092296,0.48352503756980614,41.229977242647294,0.0,0.6202867739188901,0.7128157345293756,0.4866179572087495
fixed_0.0,4,12,0.2320108956968816,0.46749275191765566,42.73946366886156,0.0,0.6355328245931159,0.716320016451657,0.5713764985109939
fixed_0.0,4,13,0.23418001993487922,0.47305883434366547,50.08935696961965,0.0,0.6672660562435238,0.7526964262847939,0.5919476368885503
fixed_0.0,4,14,0.24479823370858134,0.4569960032296748,48.88543465683166,0.0,0.6676108656723977,0.7448022583343642,0.6257622413685363
fixed_0.0,4,15,0.23860570281484136,0.45912699435063886,44.0894953875541,0.0,0.6427864903112436,0.7355116506151913,0.5872010554972376
fixed_0.0,4,16,0.2242115011521455,0.47814650532746245,47.160053373475435,0.0,0.6482827640938644,0.7139514582938771,0.5852985420209821
fixed_0.0,4,17,0.2365667639774313,0.46410394344413375,43.700969741132035,0.0,0.6396721844374664,0.7188408722126195,0.5523092225381586
fixed_0.0,4,18,0.22499217352550363,0.4768163667430465,53.65663400860923,0.0,0.6796445531258871,0.7507109382427328,0.626239905553814
fixed_0.0,4,19,0.23703471598530265,0.4642346239592783,45.2992494126401,0.0,0.6469066280248778,0.7296883466868409,0.5699448889460713
fixed_0.0,4,20,0.229049284237059,0.471157806761293,47.055574656725895,0.0,0.6531612640726177,0.7599493785938021,0.5204935828970579
fixed_0.0,4,21,0.22486087696690613,0.4757674966062884,49.87167895745338,0.0,0.6641267071582934,0.7529693136804608,0.560670360113004
fixed_0.0,4,22,0.24580016402483315,0.45861346486497667,39.95842841453803,0.0,0.6242593542634235,0.70755503135083,0.5880754329525513
fixed_0.0,4,23,0.22350344103920658,0.4838504887437363,53.87707456696168,0.0,0.6797264612120463,0.7595827745631657,0.5918854407306732
fixed_0.0,4,24,0.2405201837328903,0.45952783743058445,51.467105140241664,0.0,0.6790624447167575,0.7538083626248095,0.6343843564115227
fixed_0.0,4,25,0.22829125391222502,0.47160906173218897,47.7785277761945,0.0,0.6577365561691626,0.7604940189077563,0.555746927461871
fixed_0.0,4,26,0.23506306058516171,0.4672433825343943,48.601272740497826,0.0,0.6637008731990529,0.761951895307035,0.5896672254885322
fixed_0.0,4,27,0.23876847417086852,0.46550203600082823,48.041946853903674,0.0,0.6603727513622853,0.7422213811439561,0.604249388898216
fixed_0.0,4,28,0.22932821719985402,0.4731572446630685,51.1980989705164,0.0,0.6720973568286734,0.7620613815377449,0.5883620330198124
fixed_0.0,4,29,0.2358149814010376,0.46821535724907837,41.13776765290092,0.0,0.6276222060679812,0.701680826883838,0.5520802744521817
fixed_0.0,4,30,0.23743698848399367,0.4645186427836426,44.23886566500769,0.0,0.642562362130232,0.715812161425932,0.5926432162669276
fixed_0.0,4,31,0.2339820963471226,0.46991682628525566,51.54318217883778,0.0,0.6759505119482033,0.7649131345061834,0.5926058929057672
fixed_0.0,4,32,0.23493384606061582,0.4659810914301684,46.323002457838605,0.0,0.6524540568437601,0.7549670758989913,0.5548687906277038
fixed_0.0,4,33,0.23223780375824413,0.46674219325964306,54.184233315754355,0.0,0.6860823124213183,0.7513150738740589,0.6562742870094533
fixed_0.0,4,34,0.23854208084416473,0.46646268942202374,42.00867898495198,0.0,0.6331806795647787,0.7287024135620324,0.5557797470039207
fixed_0.0,4,35,0.2264564603374543,0.4792061074960289,52.14241921950433,0.0,0.6737089339342063,0.7461368543293517,0.5742208216885974
fixed_0.0,4,36,0.23136221442243954,0.4612879441953642,50.65402144871662,0.0,0.6725361305368597,0.7433176082396233,0.6341109684188159
fixed_0.0,4,37,0.22687264069135618,0.4736289008588636,45.636008695579285,0.0,0.6468263190796135,0.7385046406473479,0.48629944012941717
fixed_0.0,4,38,0.23167448034948457,0.4743756768974202,41.7771296744054,0.0,0.6260128165812893,0.682033877572659,0.5600411074111298
fixed_0.0,4,39,0.24234671161275556,0.46060019273920244,46.24146454532402,0.0,0.6540182450209239,0.7448088826476496,0.5922475439724332
fixed_0.0,5,0,0.23428459633560078,0.4670241150797411,53.904959066855284,0.0,0.687878051151109,0.7322455727997874,0.6842043239737391
fixed_0.0,5,1,0.21354860165663034,0.4885087809783295,55.99354328093349,0.0,0.6846787356395511,0.7527006511417974,0.5876002333037611
